kindaichi shonen no jikenbo 3	/2339-kindaichi-shonen-no-jikenbo-3	https://i.mydramalist.com/2kNLW_4s.jpg?v=1	7.5
mysterious personal shopper	/27130-mysterious-personal-shopper	https://i.mydramalist.com/EJYQ5s.jpg?v=1	7.2
bangkok g story: samet island	/26530-bangkok-g-story	https://i.mydramalist.com/Qd6vgs.jpg?v=1	6.7
big picture house	/54883-big-picture-house	https://i.mydramalist.com/Zvpb7s.jpg?v=1	7.3
omotesando koukou gasshoubu	/14662-omotesando-koukou-gasshoubu	https://i.mydramalist.com/50vRAs.jpg?v=1	7.9
barb rak ta lay fun	/22483-barb-rak-ta-lay-fun	https://i.mydramalist.com/p7JEBs.jpg?v=1	6.9
hunting	/37297-hunting	https://i.mydramalist.com/eENDEs.jpg?v=1	7.7
the 1km distance between us	/16175-the-1km-distance-between-us	https://i.mydramalist.com/xjKjzs.jpg?v=1	7.0
me always you	/707275-me-always-you	https://i.mydramalist.com/pbRgB_4s.jpg?v=1	7.5
coffee ikaga deshou	/685353-coffee-ikaga-deshou	https://i.mydramalist.com/6kNE0_4s.jpg?v=1	7.6
the seawave	/52081-talay-prae	https://i.mydramalist.com/BbLnbs.jpg?v=1	7.0
nobody knows	/70223-victim-in-me	https://i.mydramalist.com/E62Kp_4s.jpg?v=1	8.0
my love and stars	/61849-my-love-and-stars	https://i.mydramalist.com/E1Qdm_4s.jpg?v=1	7.5
kamen rider ghost	/15070-kamen-rider-ghost	https://i.mydramalist.com/ELNl5_4s.jpg?v=1	6.9
runaway sweetheart	/2239-runaway-sweetheart	https://i.mydramalist.com/rVOpEs.jpg?v=1	6.9
a camellia romance	/79529-xu-chun-chun-de-cha-hua-yun	https://i.mydramalist.com/dXOX0_4s.jpg?v=1	7.7
aozora no tamago	/5452-aozora-no-tamago	https://i.mydramalist.com/vJJyWs.jpg?v=1	7.7
defying the storm	/73793-a-storm-of-wind-and-cloud	https://i.mydramalist.com/xol1j_4s.jpg?v=1	7.0
fall in love with you again	/4385-fall-in-love-with-you-again	https://i.mydramalist.com/bvkYZs.jpg?v=1	7.4
the 3rd ward	/3337-the-3rd-ward	https://i.mydramalist.com/GLz37s.jpg?v=1	7.5
a clear midsummer night	/6197-a-clear-midsummer-night	https://i.mydramalist.com/GPDVys.jpg?v=1	7.5
room alone season 2	/15725-room-alone-2-the-series	https://i.mydramalist.com/VNKExs.jpg?v=1	7.3
gourmet	/743-gourmet	https://i.mydramalist.com/akAzms.jpg?v=1	7.4
best time	/4262-best-time	https://i.mydramalist.com/qYVOPs.jpg?v=1	7.3
faith makes great	/685281-faith-makes-great	https://i.mydramalist.com/47pow_4s.jpg?v=1	7.9
i don't want to be brothers with you	/76391-i-don-t-want-to-be-brothers-with-you	https://i.mydramalist.com/rD5Py_4s.jpg?v=1	8.0
my girl	/27960-my-girl	https://i.mydramalist.com/eYEQpY_4s.jpg?v=1	7.6
kamen rider zero-one	/38955-kamen-rider-zero-one	https://i.mydramalist.com/jXLq8s.jpg?v=1	7.9
yokoso wagaya e	/13258-yokoso-wagaya-e	https://i.mydramalist.com/lB6jLs.jpg?v=1	7.8
2 moons	/22361-2-moons-the-series	https://i.mydramalist.com/JpZzos.jpg?v=1	7.3
the romance of tiger and rose	/38907-the-third-princess-from-the-rumors	https://i.mydramalist.com/dZVWg_4s.jpg?v=1	8.6
word of honor	/59021-tian-ya-ke	https://i.mydramalist.com/BL0bV_4s.jpg?v=1	8.6
age of youth season 2	/22516-age-of-youth-2	https://i.mydramalist.com/gWz4Ws.jpg?v=1	8.3
the red sleeve	/61399-dress-sleeved-red	https://i.mydramalist.com/2WpKk_4s.jpg?v=1	8.8
"at a distance, spring is green"	/22160-seen-from-a-distance-green-spring	https://i.mydramalist.com/2Pxe2_4s.jpg?v=1	8.3
the hymn of death	/28078-praise-of-death	https://i.mydramalist.com/g2Jxrs.jpg?v=1	8.3
big	/4236-big	https://i.mydramalist.com/4QXDJ_4s.jpg?v=1	7.0
"hyde, jekyll, me"	/11514-hyde-jekyll-me	https://i.mydramalist.com/BVQ11_4s.jpg?v=1	7.4
tharntype season 2: 7 years of love	/56199-tharntype-2	https://i.mydramalist.com/v31lB_4s.jpg?v=1	7.6
"noble, my love"	/15171-noble-my-love	https://i.mydramalist.com/XA3Lps.jpg?v=1	7.5
moment at eighteen	/31931-eighteen	https://i.mydramalist.com/XwBpqs.jpg?v=1	8.0
love me if you dare	/13857-love-me-if-you-dare	https://i.mydramalist.com/nABAWs.jpg?v=1	8.3
miss hammurabi	/25559-ms.-hammurabi	https://i.mydramalist.com/dwxJ5s.jpg?v=1	8.0
hana yori dango 2	/2984-hana-yori-dango-2	https://i.mydramalist.com/4YevK_4s.jpg?v=1	8.2
hidden identity	/13583-hidden-identity	https://i.mydramalist.com/6vXVps.jpg?v=1	7.7
gto: remake	/4613-gto-remake-season-1	https://i.mydramalist.com/vopngs.jpg?v=1	8.0
mirror: a tale of twin cities	/33697-mirror-twin-cities	https://i.mydramalist.com/d50nW_4s.jpg?v=1	7.5
the snow queen	/21670-the-snow-queen	https://i.mydramalist.com/er2NK_4s.jpg?v=1	7.1
sachiiro no one room	/29200-sachiiro-no-one-room	https://i.mydramalist.com/ndYN2s.jpg?v=1	7.6
night of love with you	/723937-night-of-love-with-you	https://i.mydramalist.com/eBjrp_4s.jpg?v=1	8.0
dine with love	/689775-dine-with-love	https://i.mydramalist.com/ZVBlJ_4s.jpg?v=1	7.9
only side by side with you	/23592-only-side-by-side-with-you	https://i.mydramalist.com/oddyNs.jpg?v=1	7.6
naked fireman	/21979-naked-fireman	https://i.mydramalist.com/dzDLbs.jpg?v=1	7.8
physical therapy	/716659-physical-therapy	https://i.mydramalist.com/EX7X0_4s.jpg?v=1	6.0
falsify	/23217-falsify	https://i.mydramalist.com/pkz2Vs.jpg?v=1	7.9
high kick! the revenge of the short legged	/2972-high-kick-the-revenge-of-the-short-legged	https://i.mydramalist.com/jQY2zs.jpg?v=1	8.1
room no. 9	/28445-room-n9	https://i.mydramalist.com/8pX2bs.jpg?v=1	7.8
rush to the dead summer	/20178-rush-to-the-dead-summer	https://i.mydramalist.com/n0jQEs.jpg?v=1	7.3
love playlist season 2	/24373-love-playlist-season-2	https://i.mydramalist.com/33Zwms.jpg?v=1	8.1
five fingers	/4549-five-fingers	https://i.mydramalist.com/9YqKos.jpg?v=1	7.4
my romantic some recipe	/21657-my-romantic-some-recipe	https://i.mydramalist.com/6gZRjs.jpg?v=1	7.6
martial universe	/20604-martial-universe	https://i.mydramalist.com/PWPo0s.jpg?v=1	7.6
missing 9	/68131-missing-9	https://i.mydramalist.com/jgAxb_4s.jpg?v=1	
joy of life	/28674-joy-of-life	https://i.mydramalist.com/qwkz8s.jpg?v=1	9.0
when we were young	/21570-when-we-were-young	https://i.mydramalist.com/Y8mBgs.jpg?v=1	7.4
who are you	/7327-who-are-you-2013	https://i.mydramalist.com/abW1es.jpg?v=1	7.6
dating in the kitchen	/52139-like-you	https://i.mydramalist.com/Rbgmr_4s.jpg?v=1	8.1
last cinderella	/6527-last-cinderella	https://i.mydramalist.com/M3ORAs.jpg?v=1	7.7
just you	/3169-just-you	https://i.mydramalist.com/Xd4AOs.jpg?v=1	7.4
scent of a woman	/46329-scent-of-a-woman	https://i.mydramalist.com/WNX2Xs.jpg?v=1	5.7
arthdal chronicles part 3: the prelude to all legends	/34667-arthdal-chronicles-season-3	https://i.mydramalist.com/23m6ws.jpg?v=1	8.7
queen for seven days	/22875-queen-for-seven-days	https://i.mydramalist.com/kok2ks.jpg?v=1	8.2
the witch's diner	/61491-come-to-witch-s-restaurant	https://i.mydramalist.com/w6wqn_4s.jpg?v=1	8.1
the brightest star in the sky	/24058-the-brightest-star-in-the-sky	https://i.mydramalist.com/8YLOds.jpg?v=1	8.2
mirror of the witch	/16997-mirror-of-the-witch	https://i.mydramalist.com/Brdq5s.jpg?v=1	7.6
suki na hito ga iru koto	/18546-suki-na-hito-ga-iru-koto	https://i.mydramalist.com/WklZD_4s.jpg?v=1	8.0
more than friends	/57047-number-of-cases-to-go-from-friends-to-lovers	https://i.mydramalist.com/0dD7e_4s.jpg?v=1	7.3
yumi's cells season 2	/698645-yumi-s-cell-2	https://i.mydramalist.com/qe1J2_4s.jpg?v=1	8.3
big dragon	/721025-big-dragon	https://i.mydramalist.com/wPbOb_4s.jpg?v=1	7.2
well-intended love season 2	/34227-well-intended-love-season-2	https://i.mydramalist.com/EPPBWs.jpg?v=1	7.6
may queen	/4634-may-queen	https://i.mydramalist.com/O81Abs.jpg?v=1	7.5
the return of iljimae	/526-the-return-of-iljimae	https://i.mydramalist.com/G1YRGs.jpg?v=1	7.5
the vineyard man	/409-the-vineyard-man	https://i.mydramalist.com/0w1l7s.jpg?v=1	7.4
young blood	/29866-young-blood	https://i.mydramalist.com/QjymYs.jpg?v=1	8.3
the empress of china	/9215-the-empress-of-china	https://i.mydramalist.com/YAwAgs.jpg?v=1	8.0
make it live: on the beach	/39989-make-it-live-on-the-beach	https://i.mydramalist.com/j8E3ds.jpg?v=1	6.8
my mowgli boy	/30902-my-mowgli-boy	https://i.mydramalist.com/Z30nLs.jpg?v=1	7.4
matching! boys archery	/19924-matching-boys-archery	https://i.mydramalist.com/31dvRs.jpg?v=1	7.2
what happened in bali	/1206-what-happened-in-bali	https://i.mydramalist.com/wLAdJ_4s.jpg?v=1	7.4
my secret bride	/28854-kao-waan-hai-noo-pen-sai-lub	https://i.mydramalist.com/EDLEOs.jpg?v=1	8.3
the forbidden flower	/718817-xia-hua	https://i.mydramalist.com/x46p4E_4s.jpg?v=1	8.4
the good detective season 2	/696953-the-good-detective-2	https://i.mydramalist.com/pmpxV_4s.jpg?v=1	8.1
"alice, the final weapon"	/711493-she-s-the-last-weapon	https://i.mydramalist.com/Bednb_4s.jpg?v=1	7.8
hormones season 2	/10661-hormones-2	https://i.mydramalist.com/jQ1nds.jpg?v=1	7.8
i love lee tae ri	/4134-i-love-lee-tae-ri	https://i.mydramalist.com/QW3XQ_4s.jpg?v=1	6.7
sweden laundry	/11724-sweden-laundry	https://i.mydramalist.com/gOWjvs.jpg?v=1	6.9
piece	/5494-piece	https://i.mydramalist.com/MKNQqs.jpg?v=1	7.6
everyone wants to meet you	/33675-everyone-wants-to-meet-you	https://i.mydramalist.com/R36Qxs.jpg?v=1	7.6
special labor inspector jo	/32684-special-labor-inspector-jo	https://i.mydramalist.com/10153s.jpg?v=1	8.1
the cage of love	/10225-the-cage-of-love	https://i.mydramalist.com/2wYo2s.jpg?v=1	7.3
"one boat, one world"	/28365-one-boat-one-world	https://i.mydramalist.com/XRPmX_4s.jpg?v=1	7.6
nickname pine leaf	/688131-nickname-pine-needles	https://i.mydramalist.com/67dZ0_4s.jpg?v=1	6.9
legend of hyang dan	/1149-legend-of-hyang-dan	https://i.mydramalist.com/08pm4_4s.jpg?v=1	7.0
no going back romance	/63925-no-turning-back-romance	https://i.mydramalist.com/vxDZe_4s.jpg?v=1	7.3
broke rookie star	/716387-salty-idol	https://i.mydramalist.com/48rqd_4s.jpg?v=1	7.3
robber	/1181-robber	https://i.mydramalist.com/KxYk8s.jpg?v=1	7.2
the count of monte-cristo: great revenge	/28053-monte-cristo	https://i.mydramalist.com/lyRzLs.jpg?v=1	8.0
phantom school	/701701-phantom-school	https://i.mydramalist.com/1DQX6_4s.jpg?v=1	7.2
rokuhodo yotsuiro biyori	/714913-rokuhodo-yotsuiro-biyori	https://i.mydramalist.com/eLWyq_4s.jpg?v=1	8.1
exactly what’s going on?	/15808-exactly-whats-going-on	https://i.mydramalist.com/OlrJLs.jpg?v=1	6.9
delicacies destiny	/692403-zhen-xiu-ji	https://i.mydramalist.com/wy7A1_4s.jpg?v=1	7.7
my healing love	/30948-my-healing-love	https://i.mydramalist.com/LxD05s.jpg?v=1	7.5
hard love mission	/737821-hard-love-mission	https://i.mydramalist.com/ZpV7J_4s.jpg?v=1	6.4
tin tem jai	/721407-tin-tam-jai	https://i.mydramalist.com/E5dKzO_4s.jpg?v=1	6.2
be my cat	/58915-my-young-pet-general	https://i.mydramalist.com/wkPJg_4s.jpg?v=1	7.9
best chicken	/30613-best-chicken	https://i.mydramalist.com/AvnE4s.jpg?v=1	7.2
fifteen years to wait for migratory birds	/16155-fifteen-years-to-wait-for-migratory-birds	https://i.mydramalist.com/vN4K8s.jpg?v=1	7.6
u-prince: the crazy artist	/16465-u-prince-the-series-the-crazy-artist	https://i.mydramalist.com/NP0XEs.jpg?v=1	8.0
matrimonial chaos	/29928-the-best-divorce	https://i.mydramalist.com/Jx4LYs.jpg?v=1	7.9
delicious destiny	/19820-delicious-destiny	https://i.mydramalist.com/nvZ2Bs.jpg?v=1	7.5
mr. x and i season 2	/15893-mr.-x-and-i-season-2	https://i.mydramalist.com/jylYBs.jpg?v=1	7.1
a thousand kisses	/2699-a-thousand-kisses	https://i.mydramalist.com/zB4jJs.jpg?v=1	6.8
check out the event	/697995-check-out-the-event	https://i.mydramalist.com/4JE4d_4s.jpg?v=1	7.2
the eccentric daughter-in-law	/15084-the-eccentric-daughter-in-law	https://i.mydramalist.com/3v5Ems.jpg?v=1	7.3
the queen of sop	/3573-the-queen-of-sop	https://i.mydramalist.com/aeKwqs.jpg?v=1	7.5
kimi no hana ni naru	/727281-kimi-no-hana-ni-naru	https://i.mydramalist.com/k5Yjg_4s.jpg?v=1	7.9
my shining girl	/3097-glowing-she	https://i.mydramalist.com/MdzPbs.jpg?v=1	6.4
u-prince: the foxy pilot	/16467-u-prince-the-series-the-foxy-pilot	https://i.mydramalist.com/A7WPgs.jpg?v=1	7.5
age of legends	/24394-age-of-legends	https://i.mydramalist.com/evKbns.jpg?v=1	8.0
discipline z: vampire	/69299-discipline-z-vampire	https://i.mydramalist.com/qgP2D_4s.jpg?v=1	6.2
precise shot	/689805-precise-shot	https://i.mydramalist.com/XNv6p_4s.jpg?v=1	7.6
so wayree	/38645-soh-wayree	https://i.mydramalist.com/dxgW5_4s.jpg?v=1	7.6
three-body	/63487-the-three-body-problem	https://i.mydramalist.com/dPP3D_4s.jpg?v=1	8.3
why love why	/75049-why-love-why	https://i.mydramalist.com/6NELX_4s.jpg?v=1	6.6
nankyoku tairiku	/3036-nankyoku-tairiku	https://i.mydramalist.com/Kr2Dns.jpg?v=1	8.2
fudanshi bartender no tashinami	/728921-accomplishment-of-fudanshi-bartender	https://i.mydramalist.com/1rYvb_4s.jpg?v=1	7.0
strongest chil woo	/501-strongest-chil-woo	https://i.mydramalist.com/9ZYqas.jpg?v=1	7.1
iryu team medical dragon	/655-iryu-team-medical-dragon	https://i.mydramalist.com/xlnXq_4s.jpg?v=1	8.1
emperor of the sea	/1073-emperor-of-the-sea	https://i.mydramalist.com/9oQvPs.jpg?v=1	7.7
goddess of marriage	/6819-goddess-of-marriage	https://i.mydramalist.com/9OPVPs.jpg?v=1	6.7
song of phoenix	/18988-song-of-phoenix	https://i.mydramalist.com/63QR2s.jpg?v=1	7.3
kamen teacher	/7221-kamen-teacher	https://i.mydramalist.com/23WOEs.jpg?v=1	7.5
my handsome roommate	/686887-my-handsome-roommate	https://i.mydramalist.com/QxX64_4s.jpg?v=1	7.4
my dear warrior	/31979-mahatsajan-ruk-karm-gradart	https://i.mydramalist.com/rpDyZ_4s.jpg?v=1	7.1
style	/5459-style-	https://i.mydramalist.com/9rXPDs.jpg?v=1	7.3
deal lover	/687209-deal-lover	https://i.mydramalist.com/2Ky2V_4s.jpg?v=1	6.2
my bubble tea	/60633-my-bubble-tea	https://i.mydramalist.com/RJbKRs.jpg?v=1	7.5
mermaid prince	/58179-mermaid-prince	https://i.mydramalist.com/eEKrKs.jpg?v=1	6.9
love crossed	/67759-love-cross	https://i.mydramalist.com/eN2NW_4s.jpg?v=1	8.0
i will never let you go	/27606-legend-of-huabuo	https://i.mydramalist.com/kXWNjs.jpg?v=1	7.7
dokgo rewind	/14320-dokgo	https://i.mydramalist.com/Y0ZNAs.jpg?v=1	8.0
yamada-kun to 7-nin no majo	/7344-yamada-kun-to-7-nin-no-majo	https://i.mydramalist.com/4eqjds.jpg?v=1	7.4
the stranded	/31923-the-stranded	https://i.mydramalist.com/e3wXns.jpg?v=1	7.8
switch girl!! season 2	/5726-switch-girl-2	https://i.mydramalist.com/BdW76s.jpg?v=1	7.6
baker boys	/682585-baker-boys	https://i.mydramalist.com/12NwR_4s.jpg?v=1	7.2
love of thousand years	/34088-the-killing-of-three-thousand-crows	https://i.mydramalist.com/dAJ4Ds.jpg?v=1	7.9
bite me	/64557-grab-a-bite	https://i.mydramalist.com/wR76A_4s.jpg?v=1	6.5
to fly with you	/70237-accompany-you-to-fly-by-the-wind	https://i.mydramalist.com/e4248_4s.jpg?v=1	8.5
love is science?	/688903-love-is-science	https://i.mydramalist.com/Boew1_4s.jpg?v=1	7.9
sm:)e	/29231-sm-e	https://i.mydramalist.com/6yZ1Xs.jpg?v=1	7.6
a love to kill	/13863-a-love-to-kill	https://i.mydramalist.com/2NnVds.jpg?v=1	7.1
novoland: pearl eclipse	/31998-novoland-pearl-eclipse	https://i.mydramalist.com/QRwg7_4s.jpg?v=1	8.3
the whirlwind girl	/14214-the-whirlwind-girl	https://i.mydramalist.com/Jj6BYs.jpg?v=1	7.8
the warp effect	/715923-the-warp-effect	https://i.mydramalist.com/rB13E_4s.jpg?v=1	8.3
suishou no kodou	/19964-suisho-no-kodo	https://i.mydramalist.com/m77w3s.jpg?v=1	7.9
kor kerd mai klai klai ter	/40907-kor-kerd-mai-klai-klai-ter	https://i.mydramalist.com/1Wok5_4s.jpg?v=1	7.6
unstoppable youth	/52273-unstoppable-youth	https://i.mydramalist.com/e33wKs.jpg?v=1	7.7
live your life	/684063-hao-hao-sheng-huo	https://i.mydramalist.com/2WYlR_4s.jpg?v=1	7.6
dear probationary girlfriend	/732143-dear-probationary-girlfriend	https://i.mydramalist.com/pm0LD_4s.jpg?v=1	7.0
fall in love with him	/713011-fall-in-love-with-him	https://i.mydramalist.com/dDqEg_4s.jpg?v=1	7.4
age harassment	/14510-age-harassment	https://i.mydramalist.com/B0dL1s.jpg?v=1	7.1
promise in the summer	/740725-e-mo-shao-ye-bie-wen-wo	https://i.mydramalist.com/wJJ648_4s.jpg?v=1	7.6
kakegurui twin	/682497-kakegurui-twin	https://i.mydramalist.com/Bo45A_4s.jpg?v=1	7.9
my dear friend	/61083-my-dear-friend	https://i.mydramalist.com/w27Lgs.jpg?v=1	6.7
if i can love you so	/20538-if-we-could-love-like-this	https://i.mydramalist.com/2glrds.jpg?v=1	7.5
love's relativity	/11524-loves-relativity	https://i.mydramalist.com/WdDdms.jpg?v=1	7.3
around 40	/774-around-40	https://i.mydramalist.com/Z4DELs.jpg?v=1	7.2
the only you	/702411-the-only-you-in-the-world	https://i.mydramalist.com/W6xml_4s.jpg?v=1	7.3
kidnapping game	/49963-oriole-in-the-post	https://i.mydramalist.com/qwe8Ks.jpg?v=1	7.9
artificial city	/682225-duke-city	https://i.mydramalist.com/kL2Vr_4s.jpg?v=1	7.1
my story for you	/46777-my-story-for-you	https://i.mydramalist.com/wK6rns.jpg?v=1	
karamazov no kyodai	/5977-karamazov-no-kyodai	https://i.mydramalist.com/A7EL3s.jpg?v=1	7.9
death note new generation	/19862-death-note-new-generation	https://i.mydramalist.com/nvpVNs.jpg?v=1	7.4
the wind blows	/33338-the-wind-blows	https://i.mydramalist.com/ElxBWs.jpg?v=1	7.9
shadow detective	/743687-shadow-detective	https://i.mydramalist.com/dpxkb_4s.jpg?v=1	
love is fate	/25177-that-i-love-you-is-the-best-arrangement	https://i.mydramalist.com/pj2Zrs.jpg?v=1	7.2
love @ seventeen	/16593-love-seventeen	https://i.mydramalist.com/JkKVos.jpg?v=1	7.5
loving you a thousand times	/350-loving-you-a-thousand-times	https://i.mydramalist.com/9m4kas.jpg?v=1	7.3
one warm word	/8125-one-warm-word	https://i.mydramalist.com/b3pP6s.jpg?v=1	7.2
the only girl you haven't seen	/726755-the-only-girl-you-haven-t-seen-season-1	https://i.mydramalist.com/Qw0q6_4s.jpg?v=1	7.9
die now	/26512-die-now	https://i.mydramalist.com/jrrpJs.jpg?v=1	8.0
maiko-san chi no makanai-san	/718203-kiyo-in-kyoto	https://i.mydramalist.com/dpqE0_4s.jpg?v=1	8.3
recipe for farewell	/724267-maybe-a-little-spicy-today	https://i.mydramalist.com/BXmn7_4s.jpg?v=1	8.5
leh lub salub rarng	/16229-leh-lub-salub-rarng	https://i.mydramalist.com/mkW1Js.jpg?v=1	7.7
tiger cubs	/4025-tiger-cubs	https://i.mydramalist.com/nOnrLs.jpg?v=1	7.8
showa genroku rakugo shinju	/29608-showa-genroku-rakugo-shinju	https://i.mydramalist.com/qqYn5s.jpg?v=1	8.2
mirai e no 10 count	/720929-mirai-e-no-10-kaunto	https://i.mydramalist.com/1yL26_4s.jpg?v=1	7.8
the little fairy	/2789-the-little-fairy	https://i.mydramalist.com/GNd4os.jpg?v=1	7.8
café kilimanjaro	/58607-caf-kilimanjaro	https://i.mydramalist.com/0RL3E_4s.jpg?v=1	7.2
